"Marché_National_Produit";"Catégorie_Produit";"Type_Produit";"Code_Référence";"Date_Dernière_Mise_A_Jour_Du_Dossier";"Nom_Marque_Produit";"Nom_Sous-type_Marque_Produit";"Filtre_Produit";"Unités_Conditionnement_Produit";"Type_Conditionnement_Produit";"Type_Numéro_Produit";"Numéro_Produit";"Date_Notification";"Date_Lancement_Produit";"Longueur_Produit";"Diamètre_Produit";"Poids_Produit";"Poids_Tabac_Produit";"Longueur_Filtre_Produit";"Ventilation_Filtre_Cigarette";"Baisse_Pression_Filtre_Cigarette_Fermé";"Baisse_Pression_Filtre_Cigarette_Ouvert";"Émission_Goudron";"Émission_Nicotine";"Émission_CO"
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD [B57B638684D57F63]";25/5/2020 06:48:00;"Benson & Hedges";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000285343";5/9/2018 09:50:09;25/5/2020 00:00:00;83.00;7.73;898.00;692.00;22.00;35.00;125.00;88.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD [CDD27139FEFCB378]";27/7/2020 15:15:00;"Benson & Hedges";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000286568";28/5/2019 13:16:11;18/3/2020 00:00:00;83.00;7.73;893.00;689.00;22.00;35.00;122.00;87.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD [DCF2DF929A612EDE]";27/7/2020 15:15:00;"Benson & Hedges";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000286318";28/5/2019 13:16:11;18/3/2020 00:00:00;83.00;7.73;893.00;689.00;22.00;35.00;122.00;87.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD [F3904015085376A6]";27/7/2020 15:15:00;"Benson & Hedges";"Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000226980";28/5/2019 13:16:11;28/5/2019 00:00:00;83.00;7.73;893.00;689.00;22.00;35.00;122.00;87.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD 100'S  [1DCBCFCF1C37B079]";25/3/2020 13:33:00;"Benson & Hedges Gold 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13999309";14/2/2017 14:22:56;23/5/2017 00:00:00;99.00;7.79;1018.00;780.00;25.00;32.00;130.00;100.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD 100'S  [4F49E7F473DF8D21]";25/3/2020 13:35:00;"Benson & Hedges Gold 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14426224";26/4/2019 16:50:07;18/5/2019 00:00:00;99.00;7.79;1019.00;760.00;27.00;26.00;125.00;100.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD 100'S  [6A1AF9D6047BD5F3]";25/3/2020 13:35:00;"Benson & Hedges Gold 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14426218";26/4/2019 16:50:07;27/4/2019 00:00:00;99.00;7.79;1019.00;760.00;27.00;26.00;125.00;100.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD 100'S  [753376DEA99F3C9E]";25/3/2020 13:33:00;"Benson & Hedges Gold 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186152";14/2/2017 14:22:56;4/5/2018 00:00:00;99.00;7.79;1018.00;780.00;25.00;32.00;130.00;100.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD 100'S  [E2672FCFC459BC42]";13/8/2020 10:36:00;"Benson & Hedges Gold 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14426218";26/4/2019 16:50:07;27/4/2019 00:00:00;99.00;7.79;1019.00;760.00;27.00;26.00;125.00;100.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD 100'S  [EB0E1BB0995888F2]";25/3/2020 12:58:00;"Benson & Hedges Gold 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14201884";7/6/2018 10:23:47;8/6/2018 00:00:00;99.00;7.79;1018.00;780.00;25.00;32.00;130.00;100.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GOLD 100'S  [F361BB0072EB6227]";13/8/2020 10:36:00;"Benson & Hedges Gold 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14426224";26/4/2019 16:50:07;18/5/2019 00:00:00;99.00;7.79;1019.00;760.00;27.00;26.00;125.00;100.00;10.00;0.90;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GREY  [46C989FB3E7DF757]";13/8/2020 10:33:00;"Benson & Hedges Grey";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13959073";14/2/2017 14:15:16;15/2/2017 00:00:00;99.00;7.80;1018.00;780.00;25.00;54.00;140.00;85.00;6.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES GREY  [89E28FDC0437940A]";25/3/2020 12:57:00;"Benson & Hedges Grey";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13959895";20/2/2017 14:39:29;21/2/2017 00:00:00;84.00;7.80;904.00;690.00;21.00;50.00;130.00;90.00;6.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES PLATINUM  [04B5DCBF0BDF05BF]";13/8/2020 10:34:00;"Benson & Hedges Platinum";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186251";28/5/2018 17:26:24;29/5/2018 00:00:00;83.00;7.80;811.00;600.00;21.00;84.00;140.00;65.00;1.00;0.10;1.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES PLATINUM  [292DC24E6D8D29C2]";25/3/2020 13:34:00;"Benson & Hedges Platinum";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14176624";11/4/2018 11:29:17;12/4/2018 00:00:00;84.00;7.80;822.00;610.00;21.00;84.00;140.00;65.00;1.00;0.10;1.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES PLATINUM  [3780AB070DD6F498]";25/3/2020 12:55:00;"Benson & Hedges Platinum";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13895206";17/2/2017 11:49:41;18/2/2017 00:00:00;84.00;7.80;822.00;610.00;21.00;82.00;140.00;65.00;1.00;0.10;1.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES PLATINUM  [38DB5C441820F2C9]";13/8/2020 10:34:00;"Benson & Hedges Platinum";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186251";28/5/2018 17:25:53;29/5/2018 00:00:00;83.00;7.80;811.00;600.00;21.00;84.00;140.00;65.00;1.00;0.10;1.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES PLATINUM  [3E370E5311139F39]";25/3/2020 13:34:00;"Benson & Hedges Platinum";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14001730";29/5/2017 11:25:29;30/5/2017 00:00:00;84.00;7.80;822.00;610.00;21.00;82.00;140.00;65.00;1.00;0.10;1.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES PLATINUM  [4BEAD417761D2850]";15/9/2020 14:18:00;"Benson & Hedges Platinum";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14439706";2/1/2020 17:01:20;3/1/2020 00:00:00;83.00;7.79;811.00;600.00;21.00;86.00;140.00;65.00;1.00;0.10;1.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES PLATINUM  [4F3EFAA3F90ACD68]";25/3/2020 13:34:00;"Benson & Hedges Platinum";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14179558";11/4/2018 11:29:17;12/4/2018 00:00:00;84.00;7.80;822.00;610.00;21.00;84.00;140.00;65.00;1.00;0.10;1.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES PLATINUM  [742DCD3FE413BA1D]";13/8/2020 10:34:00;"Benson & Hedges Platinum";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186251";28/5/2018 17:26:24;29/5/2018 00:00:00;83.00;7.80;811.00;600.00;21.00;84.00;140.00;65.00;1.00;0.10;1.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES PLATINUM  [75563422F16FDF06]";13/8/2020 10:34:00;"Benson & Hedges Platinum";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186287";28/5/2018 17:25:53;29/5/2018 00:00:00;83.00;7.80;811.00;600.00;21.00;84.00;140.00;65.00;1.00;0.10;1.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES PLATINUM  [8A2AB47394A6C385]";13/8/2020 10:34:00;"Benson & Hedges Platinum";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186296";28/5/2018 17:25:53;29/5/2018 00:00:00;83.00;7.80;811.00;600.00;21.00;84.00;140.00;65.00;1.00;0.10;1.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES PLATINUM  [99CD21339A9BBB8F]";13/8/2020 10:34:00;"Benson & Hedges Platinum";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186257";28/5/2018 17:26:24;29/5/2018 00:00:00;83.00;7.80;811.00;600.00;21.00;84.00;140.00;65.00;1.00;0.10;1.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES PLATINUM  [B418EF9452CC1A1D]";13/8/2020 10:34:00;"Benson & Hedges Platinum";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186257";28/5/2018 17:26:24;29/5/2018 00:00:00;83.00;7.80;811.00;600.00;21.00;84.00;140.00;65.00;1.00;0.10;1.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES PLATINUM  [B69871D95E0F4A58]";13/8/2020 10:34:00;"Benson & Hedges Platinum";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186257";28/5/2018 17:26:24;29/5/2018 00:00:00;83.00;7.80;811.00;600.00;21.00;84.00;140.00;65.00;1.00;0.10;1.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES PLATINUM  [BBA16717A27E16B5]";13/8/2020 10:34:00;"Benson & Hedges Platinum";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186257";28/5/2018 17:25:53;29/5/2018 00:00:00;83.00;7.80;811.00;600.00;21.00;84.00;140.00;65.00;1.00;0.10;1.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES PLATINUM  [E7D490E7999C2F7E]";13/8/2020 10:34:00;"Benson & Hedges Platinum";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186251";28/5/2018 17:26:24;29/5/2018 00:00:00;83.00;7.80;811.00;600.00;21.00;84.00;140.00;65.00;1.00;0.10;1.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES PLATINUM  [F6F182314C2F5D58]";25/3/2020 13:34:00;"Benson & Hedges Platinum";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14001607";29/5/2017 11:25:29;1/6/2017 00:00:00;84.00;7.80;822.00;610.00;21.00;82.00;140.00;65.00;1.00;0.10;1.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES RED  [16DFCB27B8591555]";13/8/2020 10:34:00;"Benson & Hedges Red";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14434729";20/7/2018 13:27:06;13/6/2019 00:00:00;83.00;7.79;795.00;595.00;21.00;27.00;110.00;90.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES RED  [2903AF98778C91ED]";13/8/2020 10:34:00;"Benson & Hedges Red";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14245591";20/7/2018 13:28:06;21/7/2018 00:00:00;83.00;7.79;795.00;595.00;21.00;27.00;110.00;90.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES RED  [4D5B9CF1AD173110]";13/8/2020 10:34:00;"Benson & Hedges Red";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14245591";20/7/2018 13:27:06;21/7/2018 00:00:00;83.00;7.79;795.00;595.00;21.00;27.00;110.00;90.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES RED  [9029B6962D4DD06D]";25/3/2020 12:58:00;"Benson & Hedges Red";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14245591";20/7/2018 13:28:06;21/7/2018 00:00:00;83.00;7.79;795.00;595.00;21.00;27.00;110.00;90.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES RED  [91985847582083AE]";25/3/2020 12:55:00;"Benson & Hedges Red";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13814902";19/9/2017 14:23:25;20/9/2017 00:00:00;84.00;7.80;806.00;605.00;21.00;27.00;105.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES RED  [AD610B3DCC6889F0]";25/3/2020 12:56:00;"Benson & Hedges Red";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14004208";14/2/2017 14:19:20;23/5/2017 00:00:00;84.00;7.80;806.00;605.00;21.00;27.00;110.00;90.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES RED  [C4E7D826EB76F502]";25/3/2020 12:57:00;"Benson & Hedges Red";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14174560";17/4/2018 10:17:05;18/4/2018 00:00:00;84.00;7.80;806.00;605.00;21.00;27.00;110.00;90.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES RED  [E993A8ECBE728C48]";25/3/2020 12:57:00;"Benson & Hedges Red";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14047018";22/9/2017 15:39:27;23/9/2017 00:00:00;84.00;7.79;806.00;605.00;21.00;30.00;105.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES RED 100'S  [08B53F476476061C]";15/9/2020 14:15:00;"Benson & Hedges Red 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14439973";19/1/2018 14:01:21;13/6/2019 00:00:00;100.00;7.79;960.00;700.00;27.00;39.00;120.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES RED 100'S  [2DEC379F5E30850E]";15/9/2020 14:15:00;"Benson & Hedges Red 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14176630";17/2/2017 18:59:46;6/5/2018 00:00:00;100.00;7.79;960.00;700.00;27.00;39.00;120.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES RED 100'S  [504D1E82B0079839]";15/9/2020 14:15:00;"Benson & Hedges Red 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14176630";24/5/2017 14:06:07;8/5/2018 00:00:00;100.00;7.79;960.00;700.00;27.00;39.00;120.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES RED 100'S  [81B59BC122C09283]";15/9/2020 14:15:00;"Benson & Hedges Red 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14004097";24/5/2017 14:06:07;25/5/2017 00:00:00;100.00;7.79;960.00;700.00;27.00;39.00;120.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES RED 100'S  [87E44CD9C2133DF3]";15/9/2020 14:15:00;"Benson & Hedges Red 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14176630";19/1/2018 14:01:21;6/5/2018 00:00:00;100.00;7.79;960.00;700.00;27.00;39.00;120.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES RED 100'S  [A76FD75A358B5D19]";15/9/2020 14:15:00;"Benson & Hedges Red 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14439973";24/5/2017 14:06:07;13/6/2019 00:00:00;100.00;7.79;960.00;700.00;27.00;39.00;120.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES RED 100'S  [E23E8EF320F061CA]";15/9/2020 14:15:00;"Benson & Hedges Red 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14439973";17/2/2017 18:59:46;13/6/2019 00:00:00;100.00;7.79;960.00;700.00;27.00;39.00;120.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES RED 100'S  [EF140D5E11865448]";15/9/2020 14:15:00;"Benson & Hedges Red 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14004097";19/1/2018 14:01:21;20/1/2018 00:00:00;100.00;7.79;960.00;700.00;27.00;39.00;120.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES ROUGE  [639C2044170608CA]";25/3/2020 12:56:00;"Benson & Hedges Rouge";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13959079";14/2/2017 14:19:20;15/2/2017 00:00:00;84.00;7.80;806.00;605.00;21.00;27.00;110.00;90.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES ROUGE 100'S  [E747E52DA5D7A5A5]";15/9/2020 14:15:00;"Benson & Hedges Rouge 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13960210";17/2/2017 18:59:46;18/2/2017 00:00:00;100.00;7.79;960.00;700.00;27.00;39.00;120.00;85.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SILVER  [2697A2E270DC95F2]";13/8/2020 10:34:00;"Benson & Hedges Silver";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186293";28/5/2018 17:24:49;29/5/2018 00:00:00;83.00;7.80;893.00;680.00;21.00;50.00;130.00;90.00;6.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SILVER  [3099B9C839D7941E]";13/8/2020 10:34:00;"Benson & Hedges Silver";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186254";28/5/2018 17:25:52;29/5/2018 00:00:00;83.00;7.80;893.00;680.00;21.00;50.00;130.00;90.00;6.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SILVER  [348C3DB99071A0AD]";25/3/2020 13:34:00;"Benson & Hedges Silver";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14179543";11/4/2018 11:28:44;12/4/2018 00:00:00;84.00;7.80;904.00;690.00;21.00;50.00;130.00;90.00;6.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SILVER  [3A074ECBD31158F2]";15/9/2020 14:18:00;"Benson & Hedges Silver";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14439700";2/1/2020 17:01:29;3/1/2020 00:00:00;83.00;7.79;893.00;680.00;21.00;50.00;130.00;90.00;6.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SILVER  [4DF66AF6FC53DF89]";25/3/2020 13:34:00;"Benson & Hedges Silver";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14176621";11/4/2018 11:28:44;12/4/2018 00:00:00;84.00;7.80;904.00;690.00;21.00;50.00;130.00;90.00;6.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SILVER  [5EF2AC2665D19409]";13/8/2020 10:34:00;"Benson & Hedges Silver";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186284";28/5/2018 17:24:49;29/5/2018 00:00:00;83.00;7.80;893.00;680.00;21.00;50.00;130.00;90.00;6.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SILVER  [79B973F0CF9A1BD7]";25/3/2020 13:34:00;"Benson & Hedges Silver";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186248";28/5/2018 17:25:52;29/5/2018 00:00:00;83.00;7.80;893.00;680.00;21.00;50.00;130.00;90.00;6.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SILVER  [834E54ADC0799954]";13/8/2020 10:34:00;"Benson & Hedges Silver";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186248";28/5/2018 17:25:52;29/5/2018 00:00:00;83.00;7.80;893.00;680.00;21.00;50.00;130.00;90.00;6.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SILVER  [A96742A42A1454E7]";13/8/2020 10:34:00;"Benson & Hedges Silver";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186254";28/5/2018 17:24:49;29/5/2018 00:00:00;83.00;7.80;893.00;680.00;21.00;50.00;130.00;90.00;6.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SILVER  [B82CD1C90115A460]";13/8/2020 10:34:00;"Benson & Hedges Silver";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186248";28/5/2018 17:25:52;29/5/2018 00:00:00;83.00;7.80;893.00;680.00;21.00;50.00;130.00;90.00;6.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SILVER  [C80F289EE879BC31]";25/3/2020 13:34:00;"Benson & Hedges Silver";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186254";28/5/2018 17:25:52;29/5/2018 00:00:00;83.00;7.80;893.00;680.00;21.00;50.00;130.00;90.00;6.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SILVER  [CBA56CBE007C44D5]";13/8/2020 10:34:00;"Benson & Hedges Silver";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186248";28/5/2018 17:24:49;29/5/2018 00:00:00;83.00;7.80;893.00;680.00;21.00;50.00;130.00;90.00;6.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SILVER  [CF0C3A970FFFDCDE]";25/3/2020 12:57:00;"Benson & Hedges Silver";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14000104";22/5/2017 17:11:25;23/5/2017 00:00:00;84.00;7.80;904.00;690.00;21.00;50.00;130.00;90.00;6.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SILVER  [F94EF135FC998747]";13/8/2020 10:34:00;"Benson & Hedges Silver";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186254";28/5/2018 17:25:52;29/5/2018 00:00:00;83.00;7.80;893.00;680.00;21.00;50.00;130.00;90.00;6.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SILVER [4CF1D1B02DB0EE25]";29/4/2020 16:28:00;"Benson & Hedges";"Silver";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000173616";27/3/2018 09:43:36;27/3/2018 00:00:00;83.00;7.83;898.00;653.00;27.00;48.00;133.00;85.00;6.00;0.60;7.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SILVER [60C706F5D51065BA]";27/7/2020 15:15:00;"Benson & Hedges";"Silver";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000173616";6/3/2019 09:12:03;6/3/2019 00:00:00;83.00;7.73;872.00;627.00;27.00;48.00;133.00;80.00;6.00;0.60;7.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SILVER 100'S  [575C6485FAACCE82]";13/8/2020 10:33:00;"Benson & Hedges Silver 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"13999300";14/2/2017 14:15:16;23/5/2017 00:00:00;99.00;7.80;1018.00;780.00;25.00;54.00;140.00;85.00;6.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SILVER 100'S  [85455B8329C6882F]";25/3/2020 12:53:00;"Benson & Hedges Silver 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14186146";8/4/2019 15:26:24;9/4/2019 00:00:00;99.00;7.79;1018.00;780.00;25.00;52.00;140.00;85.00;6.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SILVER 100'S  [BB6573E00F4A64A6]";25/3/2020 12:58:00;"Benson & Hedges Silver 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14426212";6/5/2019 12:50:41;7/5/2019 00:00:00;99.00;7.79;1012.00;760.00;27.00;50.00;145.00;95.00;6.00;0.60;7.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SILVER 100'S  [FB884CBFDA2202DC]";25/3/2020 12:52:00;"Benson & Hedges Silver 100's";;"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"14426212";6/5/2019 12:51:42;7/5/2019 00:00:00;99.00;7.79;1012.00;760.00;27.00;50.00;145.00;95.00;6.00;0.60;7.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SMOOTH GOLD [D90C2405D26F565A]";4/3/2020 08:10:00;"Benson & Hedges";"Smooth Gold";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000136216";12/4/2018 14:44:07;12/4/2018 00:00:00;83.00;7.83;894.00;650.00;27.00;44.00;137.00;92.00;6.00;0.60;7.00
"FR";"Produit du tabac";"Cigarette";"BENSON & HEDGES SPECIAL FILTER [2160C5A3759894E4]";17/3/2020 07:06:00;"Benson & Hedges";"Special Filter";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"-";"100000136215";6/9/2018 15:17:47;6/9/2018 00:00:00;83.00;7.83;919.00;710.00;22.00;30.00;124.00;92.00;10.00;0.90;10.00
